|CHO|Workgroup|InsurerClaimOwner|DateInvoiceWasUploaded|OriginalTotalToPayAmount|SettledAmount|DateclaimmovedtoInvoicePaymentLogged|DaysToPayclaim|NooftimesclaimwentintoContestedInvoiceReferredToInsurer|NooftimesclaimwentintoContestedInvoiceReferredToCHO|OriginalHireGross|CurrentHireGross|OriginalRepairGross|CurrentRepairGross|OriginalEngineerFeeGross|CurrentEngineerFeeGross|OriginalTotalLossFeeGross|CurrentTotalLossFeeGross|OriginalStorageRecoveryGross|CurrentStorageRecoveryGross|OriginalHireDays|CurrentHireDays|TotalPenaltyChargeAmount|InvoiceSavingRule|BREfailures,,,,,,,,,,,,,
4001|3|2|41|08/09/2015 16:07|729.26|772.27|27/10/2015 11:06|48.8|1.0|1.0|729.26|686.46|0.0|0.0|0|0|0.0|0.0|0.0|0.0|16|15|85.81|999.0|001,21,999,56,,,,,,,,,,
4002|7|5|53|15/07/2015 13:04|2204.21|2633.05|27/10/2015 10:59|103.9|3.0|3.0|2144.21|2144.21|0.0|0.0|60|60|0.0|0.0|0.0|0.0|46|46|428.84||003,7,,,,,,,,,,,,
4003|3|2|69|06/10/2015 16:14|1566.8|1332.59|28/10/2015 08:36|21.7|1.0|1.0|1566.8|1332.59|0.0|0.0|0|0|0.0|0.0|0.0|0.0|13|11|0.0|56.0|021,999,56,,,,,,,,,,,
4004|7|1|70|19/10/2015 10:04|1369.25|1369.25|28/10/2015 09:21|9.0|||1255.25|1255.25|54.0|54.0|60|60|0.0|0.0|0.0|0.0|26|26|0.0||003,7,,,,,,,,,,,,
4005|3|2|59|05/11/2015 18:18|805.69|805.69|11/11/2015 07:00|5.5|||805.69|805.69|0.0|0.0|0|0|0.0|0.0|0.0|0.0|7|7|0.0||056,,,,,,,,,,,,,
4006|4|2|22|09/10/2015 14:35|1170.2|1170.2|28/10/2015 09:00|18.8|||1170.2|1170.2|0.0|0.0|0|0|0.0|0.0|0.0|0.0|23|23|0.0||003,,,,,,,,,,,,,
4007|3|2|67|20/10/2015 17:04|535.18|535.18|28/10/2015 09:33|7.7|||535.18|535.18|0.0|0.0|0|0|0.0|0.0|0.0|0.0|13|13|0.0||056,,,,,,,,,,,,,
4008|7|1|12|26/10/2015 11:16|4134.38|4134.38|27/10/2015 12:29|1.1|||1179.36|1179.36|2895.02|2895.02|60|60|0.0|0.0|0.0|0.0|20|20|0.0||003,23,44,,,,,,,,,,,
4009|3|2|41|20/10/2015 14:48|459.67|459.67|27/10/2015 12:47|6.9|||459.67|459.67|0.0|0.0|0|0|0.0|0.0|0.0|0.0|11|11|0.0||021,999,,,,,,,,,,,,
4010|5|1|37|28/09/2015 16:35|1909.79|1757.39|28/10/2015 09:09|29.7|1.0|1.0|667.66|506.1|1100.51|1100.51|60|60|0.0|0.0|0.0|0.0|14|9|90.78|56.0|055,12,23,44,87,56,20,22,,,,,,
4011|7|2|41|16/09/2015 10:35|1991.08|1991.08|28/10/2015 09:29|42.0|1.0|1.0|1855.48|1855.48|0.0|0.0|60|60|0.0|0.0|75.6|75.6|37|37|0.0||003,7,,,,,,,,,,,,
4012|3|2|67|01/07/2015 16:09|0.0|255.21|02/12/2015 08:07|153.7|||510.42|510.42|0.0|0.0|0|0|0.0|0.0|0.0|0.0|9|9|0.0||040,,,,,,,,,,,,,
4013|5|1|37|08/10/2015 16:43|4291.37|3845.34|27/10/2015 15:02|18.9|2.0|2.0|1392.91|1063.48|2721.86|2721.86|60|60|0.0|0.0|0.0|0.0|28|18|0.0|20.0|055,12,56,3,20,22,23,44,87,,,,,
4014|3|2|59|18/08/2015 16:10|1129.01|1270.14|27/10/2015 16:50|70.0|2.0|2.0|1129.01|1129.01|0.0|0.0|0|0|0.0|0.0|0.0|0.0|21|21|141.13||003,,,,,,,,,,,,,
4015|3|1|38|29/09/2015 15:24|357.53|265.95|27/10/2015 15:11|28.0|3.0|3.0|357.53|265.95|0.0|0.0|0|0|0.0|0.0|0.0|0.0|7|5|0.0|56.0|063,56,,,,,,,,,,,,
4016|3|5|52|08/10/2015 15:54|2393.2|2393.2|26/10/2015 17:01|18.0|||1000.44|1000.44|1332.76|1332.76|60|60|0.0|0.0|0.0|0.0|18|18|0.0||056,90,,,,,,,,,,,,
4017|3|2|67|20/10/2015 17:14|730.43|730.43|28/10/2015 09:40|7.7|||730.43|730.43|0.0|0.0|0|0|0.0|0.0|0.0|0.0|17|17|0.0||056,,,,,,,,,,,,,
4018|7|2|22|08/10/2015 11:43|2976.05|2976.05|28/10/2015 09:51|19.9|||2744.64|2744.64|0.0|0.0|60|60|0.0|0.0|171.41|171.41|60|60|0.0||003,7,44,,,,,,,,,,,
4019|5|2|39|19/10/2015 16:19|1517.81|1517.81|29/10/2015 08:19|9.7|||491.86|491.86|965.95|965.95|60|60|0.0|0.0|0.0|0.0|8|8|0.0||020,22,,,,,,,,,,,,
4020|3|1|9|12/10/2015 16:34|2304.4|2304.4|30/10/2015 11:28|17.8|||904.9|904.9|1339.5|1339.5|60|60|0.0|0.0|0.0|0.0|12|12|0.0||090,,,,,,,,,,,,,
4021|5|2|39|07/10/2015 16:50|2897.0|1891.27|30/10/2015 11:46|22.8|1.0|1.0|2002.5|996.77|834.5|834.5|60|60|0.0|0.0|0.0|0.0|32|12|0.0|20.0|020,22,46,56,,,,,,,,,,
4022|3|2|59|20/10/2015 17:30|150.0|150.0|28/10/2015 09:48|7.7|||0.0|0.0|0.0|0.0|60|60|90.0|90.0|0.0|0.0|1|1|0.0||090,91,,,,,,,,,,,,
4023|5|2|39|15/10/2015 16:19|1128.13|961.4|29/10/2015 11:46|13.8|2.0|2.0|1128.13|961.4|0.0|0.0|0|0|0.0|0.0|0.0|0.0|13|11|0.0|56.0|056,46,,,,,,,,,,,,
4024|7|2|41|01/10/2015 12:04|2406.04|2112.35|02/11/2015 09:17|31.9|1.0|1.0|1855.48|1561.79|0.0|0.0|60|60|0.0|0.0|490.56|490.56|37|31|0.0|7.0|003,7,24,,,,,,,,,,,
4025|5|1|64|08/10/2015 16:43|3872.42|3790.8|28/10/2015 09:46|19.7|2.0|2.0|1870.03|1870.03|1860.77|1860.77|60|60|0.0|0.0|0.0|0.0|14|14|0.0|44.0|012,55,20,22,63,44,,,,,,,,
4026|3|2|59|20/10/2015 17:14|447.94|447.94|28/10/2015 09:52|7.7|||387.94|387.94|0.0|0.0|60|60|0.0|0.0|0.0|0.0|7|7|0.0||090,,,,,,,,,,,,,
4027|3|2|46|16/10/2015 15:34|1789.21|1789.21|28/10/2015 10:03|11.8|||327.3|327.3|1401.91|1401.91|60|60|0.0|0.0|0.0|0.0|5|5|0.0||023,90,,,,,,,,,,,,
4028|3|2|67|21/10/2015 16:56|1598.17|1598.17|29/10/2015 08:32|7.6|||1598.17|1598.17|0.0|0.0|0|0|0.0|0.0|0.0|0.0|11|11|0.0||056,,,,,,,,,,,,,
4029|3|2|18|19/10/2015 18:58|1048.66|1048.66|28/10/2015 10:17|8.6|||0.0|0.0|988.66|988.66|60|60|0.0|0.0|0.0|0.0|1|1|0.0||056,90,,,,,,,,,,,,
4030|4|7|31|19/10/2015 12:28|1606.13|1606.13|29/10/2015 08:46|9.8|||410.1|410.1|1135.3|1135.3|60|60|0.0|0.0|0.0|0.0|8|8|0.0||023,,,,,,,,,,,,,
4031|3|2|67|12/10/2015 15:04|1896.42|1896.42|29/10/2015 08:48|16.7|||479.23|479.23|1357.19|1357.19|60|60|0.0|0.0|0.0|0.0|9|9|0.0||023,90,,,,,,,,,,,,
4032|3|2|67|08/10/2015 15:53|367.24|367.24|28/10/2015 10:05|19.8|||367.24|367.24|0.0|0.0|0|0|0.0|0.0|0.0|0.0|7|7|0.0||056,,,,,,,,,,,,,
4033|7|1|70|08/10/2015 11:43|1837.56|1452.32|28/10/2015 10:06|19.9|1.0|1.0|1837.56|1452.32|0.0|0.0|0|0|0.0|0.0|0.0|0.0|40|31|0.0|7.0|003,7,27,44,21,65,999,,,,,,,
4034|3|2|59|26/08/2015 15:55|15822.19|18592.54|29/10/2015 11:59|63.8|2.0|2.0|13214.94|13214.94|2547.25|2547.25|60|60|0.0|0.0|0.0|0.0|51|51|2770.35||003,90,,,,,,,,,,,,
4035|3|1|70|16/10/2015 15:20|2067.2|2051.27|28/10/2015 10:38|11.8|1.0|1.0|2067.2|2051.27|0.0|0.0|0|0|0.0|0.0|0.0|0.0|41|41|0.0|3.0|003,21,56,,,,,,,,,,,
4036|2|2|18|26/10/2015 13:40|1898.95|1898.95|28/10/2015 10:35|1.9|||1898.95|1898.95|0.0|0.0|0|0|0.0|0.0|0.0|0.0|14|14|0.0||056,,,,,,,,,,,,,
4037|3|1|38|15/10/2015 11:18|1176.68|1176.68|29/10/2015 12:05|14.0|||1176.68|1176.68|0.0|0.0|0|0|0.0|0.0|0.0|0.0|16|16|0.0||056,,,,,,,,,,,,,
4038|3|1|12|27/10/2015 14:41|683.47|683.47|28/10/2015 10:24|0.8|||683.47|683.47|0.0|0.0|0|0|0.0|0.0|0.0|0.0|14|14|0.0||056,,,,,,,,,,,,,
4039|3|1|70|08/10/2015 15:21|2042.38|2042.38|28/10/2015 10:42|19.8|1.0|1.0|695.77|695.77|1286.61|1286.61|60|60|0.0|0.0|0.0|0.0|9|9|0.0||027,21,90,,,,,,,,,,,
4040|3|1|38|15/10/2015 11:16|370.0|370.0|02/11/2015 10:06|18.0|1.0|1.0|0.0|0.0|0.0|0.0|60|60|0.0|0.0|310.0|310.0|1|1|0.0||090,,,,,,,,,,,,,
4041|3|2|41|20/10/2015 14:48|2373.41|2373.41|02/11/2015 10:08|12.8|||2373.41|2373.41|0.0|0.0|0|0|0.0|0.0|0.0|0.0|44|44|0.0||003,6,21,999,,,,,,,,,,
4042|7|2|46|22/10/2015 10:39|4142.06|4142.06|28/10/2015 10:30|6.0|||1007.08|1007.08|2968.78|2968.78|60|60|0.0|0.0|106.2|106.2|19|19|0.0||023,44,,,,,,,,,,,,
4043|3|2|22|24/09/2015 10:33|1444.84|1434.9|28/10/2015 10:27|34.0|1.0|1.0|655.78|557.88|729.06|729.06|60|60|0.0|0.0|0.0|0.0|12|10|87.96||090,,,,,,,,,,,,,
4044|3|1|6|26/10/2015 15:38|819.12|819.12|28/10/2015 10:31|1.8|||819.12|819.12|0.0|0.0|0|0|0.0|0.0|0.0|0.0|15|15|0.0||056,,,,,,,,,,,,,
4045|3|1|70|20/07/2015 16:45|0.0|95.09|28/10/2015 11:00|99.8|1.0|1.0|153.18|95.09|0.0|0.0|0|0|0.0|0.0|0.0|0.0|2|1|0.0|40.0|040,,,,,,,,,,,,,
4046|3|8|0|20/10/2015 17:20|311.74|220.16|28/10/2015 11:18|7.7|1.0|1.0|311.74|220.16|0.0|0.0|0|0|0.0|0.0|0.0|0.0|6|4|0.0|27.0|027,,,,,,,,,,,,,
4047|5|2|39|07/10/2015 16:50|816.86|816.86|30/10/2015 11:56|22.8|1.0|1.0|816.86|816.86|0.0|0.0|0|0|0.0|0.0|0.0|0.0|14|14|0.0||087,,,,,,,,,,,,,
4048|3|2|46|29/07/2015 08:29|501.72|602.06|30/10/2015 12:05|93.1|1.0|1.0|501.72|501.72|0.0|0.0|0|0|0.0|0.0|0.0|0.0|8|8|100.34||040,,,,,,,,,,,,,
4049|3|2|22|15/10/2015 17:08|7740.4|7740.4|30/10/2015 12:07|14.8|||7740.4|7740.4|0.0|0.0|0|0|0.0|0.0|0.0|0.0|77|77|0.0||003,,,,,,,,,,,,,
4050|7|2|18|15/10/2015 11:42|4288.32|4288.32|28/10/2015 11:17|13.0|1.0|1.0|4152.72|4152.72|0.0|0.0|60|60|0.0|0.0|75.6|75.6|90|90|0.0||003,7,65,,,,,,,,,,,
4051|3|2|59|09/09/2015 15:13|2869.46|2505.83|28/10/2015 11:05|48.8|2.0|2.0|2869.46|2227.4|0.0|0.0|0|0|0.0|0.0|0.0|0.0|66|51|278.43|3.0|003,56,,,,,,,,,,,,
4052|3|2|67|09/10/2015 16:40|656.53|656.53|28/10/2015 11:17|18.8|||0.0|0.0|596.53|596.53|60|60|0.0|0.0|0.0|0.0|1|1|0.0||090,,,,,,,,,,,,,
4053|7|2|46|07/09/2015 10:28|1443.68|1547.81|28/10/2015 11:12|51.0|1.0|1.0|695.38|695.38|688.3|688.3|60|60|0.0|0.0|0.0|0.0|12|12|104.13||044,66,56,,,,,,,,,,,
4054|3|1|9|20/10/2015 17:32|596.16|596.16|28/10/2015 11:25|7.7|||596.16|596.16|0.0|0.0|0|0|0.0|0.0|0.0|0.0|10|10|0.0||056,,,,,,,,,,,,,
4055|3|2|67|15/10/2015 17:04|600.85|600.85|28/10/2015 11:44|12.8|||600.85|600.85|0.0|0.0|0|0|0.0|0.0|0.0|0.0|13|13|0.0||056,,,,,,,,,,,,,
4056|3|2|46|19/10/2015 17:39|2703.74|2851.34|19/11/2015 08:09|30.6|1.0|1.0|815.04|815.04|1828.7|1828.7|60|60|0.0|0.0|0.0|0.0|20|20|147.6||023,56,90,,,,,,,,,,,
4057|7|2|18|08/10/2015 11:43|2412.19|2412.19|28/10/2015 11:35|20.0|1.0|1.0|679.43|679.43|1672.76|1672.76|60|60|0.0|0.0|0.0|0.0|11|11|0.0||023,44,,,,,,,,,,,,
4058|3|2|67|19/10/2015 17:30|3231.23|3231.23|29/10/2015 09:06|9.6|||1318.86|1318.86|1852.37|1852.37|60|60|0.0|0.0|0.0|0.0|15|15|0.0||023,56,90,,,,,,,,,,,
4059|3|1|70|16/10/2015 11:36|1478.46|1478.46|28/10/2015 11:48|12.0|||606.31|606.31|812.15|812.15|60|60|0.0|0.0|0.0|0.0|13|13|0.0||090,,,,,,,,,,,,,
4060|3|5|52|23/07/2015 16:01|195.0|195.0|29/10/2015 16:45|98.0|1.0|1.0|0.0|0.0|0.0|0.0|60|60|135.0|135.0|0.0|0.0|1|1|0.0||090,91,,,,,,,,,,,,
4061|3|2|22|12/10/2015 15:14|1283.95|1283.95|29/10/2015 09:14|16.7|||1283.95|1283.95|0.0|0.0|0|0|0.0|0.0|0.0|0.0|24|24|0.0||003,,,,,,,,,,,,,
4062|7|2|67|02/09/2015 12:53|2197.37|2313.19|29/10/2015 13:05|57.0|1.0|1.0|623.88|623.88|1513.49|1513.49|60|60|0.0|0.0|0.0|0.0|10|10|115.82||023,44,,,,,,,,,,,,
4063|3|1|9|22/10/2015 13:31|2110.32|2110.32|29/10/2015 13:08|7.0|||2110.32|2110.32|0.0|0.0|0|0|0.0|0.0|0.0|0.0|40|40|0.0||003,6,21,999,,,,,,,,,,
4064|3|2|22|15/10/2015 17:24|4041.36|4041.36|30/10/2015 12:13|14.8|||4041.36|4041.36|0.0|0.0|0|0|0.0|0.0|0.0|0.0|22|22|0.0||003,63,,,,,,,,,,,,
4065|3|1|70|21/10/2015 16:56|1542.54|1542.54|28/10/2015 11:54|6.8|||1542.54|1542.54|0.0|0.0|0|0|0.0|0.0|0.0|0.0|35|35|0.0||003,,,,,,,,,,,,,
4066|3|1|6|15/01/2016 16:53|3423.96|3423.96|20/01/2016 07:24|4.6|||1825.13|1825.13|1538.83|1538.83|60|60|0.0|0.0|0.0|0.0|18|18|0.0||041,90,,,,,,,,,,,,
4067|3|1|6|15/10/2015 10:32|60.0|60.0|28/10/2015 12:16|13.1|||0.0|0.0|0.0|0.0|60|60|0.0|0.0|0.0|0.0|1|1|0.0||090,,,,,,,,,,,,,
4068|5|2|44|23/10/2015 16:34|0.0|4673.04|02/11/2015 09:50|9.7|||4673.04|4673.04|0.0|0.0|0|0|0.0|0.0|0.0|0.0|40|40|0.0||003,64,12,55,,,,,,,,,,
4069|6|1|9|22/06/2015 13:46|983.08|1133.72|29/10/2015 09:45|128.8|2.0|2.0|983.08|857.68|0.0|0.0|0|0|0.0|0.0|0.0|0.0|19|19|171.54|44.0|020,22,44,,,,,,,,,,,
4070|5|1|64|24/09/2015 16:37|912.7|456.35|30/10/2015 12:21|35.8|||912.7|912.7|0.0|0.0|0|0|0.0|0.0|0.0|0.0|23|23|0.0||003,,,,,,,,,,,,,
4071|3|1|9|20/10/2015 17:30|1127.5|818.04|29/10/2015 09:39|8.7|1.0|1.0|1127.5|818.04|0.0|0.0|0|0|0.0|0.0|0.0|0.0|14|10|0.0|56.0|056,,,,,,,,,,,,,
4072|7|1|68|19/06/2015 12:09|4102.92|4077.87|30/10/2015 15:26|133.1|2.0|2.0|3323.92|2932.33|0.0|0.0|60|60|0.0|0.0|719.0|719.0|67|59|366.54|3.0|003,7,65,,,,,,,,,,,
4073|3|1|6|11/09/2015 17:03|301.22|301.22|30/10/2015 12:30|48.8|1.0|1.0|301.22|301.22|0.0|0.0|0|0|0.0|0.0|0.0|0.0|6|6|0.0||021,,,,,,,,,,,,,
4074|3|1|6|26/10/2015 15:37|1114.5|1114.5|30/10/2015 12:46|3.9|||1114.5|1114.5|0.0|0.0|0|0|0.0|0.0|0.0|0.0|25|25|0.0||003,,,,,,,,,,,,,
4075|3|1|6|08/10/2015 15:50|3605.78|3367.36|30/10/2015 12:49|21.9|1.0|1.0|1265.06|1026.64|2280.72|2280.72|60|60|0.0|0.0|0.0|0.0|14|11|0.0|56.0|023,56,76,90,,,,,,,,,,
4076|1|8|40|28/10/2015 16:06|2322.96|2322.96|29/10/2015 09:43|0.7|||2322.96|2322.96|0.0|0.0|0|0|0.0|0.0|0.0|0.0|8|8|0.0||063,,,,,,,,,,,,,
4077|7|2|59|07/09/2015 10:28|2119.87|2286.96|30/10/2015 12:25|53.1|||1155.96|1155.96|903.91|903.91|60|60|0.0|0.0|0.0|0.0|10|10|167.09||046,,,,,,,,,,,,,
4078|3|1|6|16/10/2015 15:28|1092.6|1092.6|30/10/2015 12:33|13.9|||459.98|459.98|572.62|572.62|60|60|0.0|0.0|0.0|0.0|8|8|0.0||090,,,,,,,,,,,,,
4079|3|1|70|24/09/2015 10:51|1480.18|3175.3|30/10/2015 12:38|36.1|2.0|2.0|0.0|1695.12|1420.18|1420.18|60|60|0.0|0.0|0.0|0.0|1|9|0.0||090,56,,,,,,,,,,,,
4080|3|2|67|08/10/2015 16:02|2323.83|2323.83|29/10/2015 09:56|20.7|||539.24|539.24|1724.59|1724.59|60|60|0.0|0.0|0.0|0.0|11|11|0.0||023,90,,,,,,,,,,,,
4081|7|2|46|26/10/2015 11:16|1637.14|1637.14|29/10/2015 09:58|2.9|||315.42|315.42|1261.72|1261.72|60|60|0.0|0.0|0.0|0.0|5|5|0.0||023,44,,,,,,,,,,,,
4082|3|6|54|06/10/2015 17:09|1677.82|1677.82|29/10/2015 13:40|22.9|1.0|1.0|1677.82|1677.82|0.0|0.0|0|0|0.0|0.0|0.0|0.0|46|46|0.0||003,,,,,,,,,,,,,
4083|7|1|10|15/07/2015 13:05|333.22|367.37|29/10/2015 13:45|106.0|1.0|1.0|273.22|273.22|0.0|0.0|60|60|0.0|0.0|0.0|0.0|4|4|34.15||037,21,,,,,,,,,,,,
4084|7|1|65|22/10/2015 10:38|439.63|439.63|30/10/2015 15:25|8.2|1.0|1.0|439.63|439.63|0.0|0.0|0|0|0.0|0.0|0.0|0.0|8|8|0.0||001,44,,,,,,,,,,,,
4085|7|1|38|15/06/2015 11:49|2212.62|2295.35|30/10/2015 15:32|137.2|1.0|1.0|661.82|661.82|1490.8|1490.8|60|60|0.0|0.0|0.0|0.0|13|13|82.73||023,,,,,,,,,,,,,
4086|2|2|41|17/07/2015 16:49|9037.76|9037.76|28/10/2015 13:10|102.8|2.0|2.0|9037.76|9037.76|0.0|0.0|0|0|0.0|0.0|0.0|0.0|43|43|0.0||003,64,,,,,,,,,,,,
4087|3|2|59|04/11/2015 17:42|987.23|987.23|11/11/2015 07:03|6.6|||0.0|0.0|927.23|927.23|60|60|0.0|0.0|0.0|0.0|1|1|0.0||090,,,,,,,,,,,,,
4088|3|2|69|05/11/2015 18:12|732.64|641.31|11/11/2015 07:07|5.5|2.0|2.0|732.64|641.31|0.0|0.0|0|0|0.0|0.0|0.0|0.0|8|7|0.0|56.0|063,56,,,,,,,,,,,,
4089|3|1|17|30/06/2015 16:44|4695.3|4597.7|28/10/2015 14:03|119.9|6.0|6.0|2890.28|2792.69|1745.02|1745.02|60|60|0.0|0.0|0.0|0.0|29|28|0.0|56.0|040,41,3,56,90,,,,,,,,,
4090|3|2|41|24/09/2015 09:47|1758.29|1851.64|30/10/2015 12:42|36.1|1.0|1.0|508.93|508.93|1189.36|1189.36|60|60|0.0|0.0|0.0|0.0|9|9|93.35||090,,,,,,,,,,,,,
4091|3|1|38|05/10/2015 17:42|3293.2|2481.68|02/11/2015 08:26|27.6|1.0|1.0|3293.2|2481.68|0.0|0.0|0|0|0.0|0.0|0.0|0.0|23|17|0.0|56.0|003,56,,,,,,,,,,,,
4092|3|2|22|05/10/2015 18:37|2637.06|2637.06|29/10/2015 17:21|23.9|||904.9|904.9|1672.16|1672.16|60|60|0.0|0.0|0.0|0.0|12|12|0.0||056,90,,,,,,,,,,,,
4093|7|1|9|06/11/2015 11:06|3353.4|3353.4|11/11/2015 07:07|4.8|||513.04|513.04|2780.36|2780.36|60|60|0.0|0.0|0.0|0.0|9|9|0.0||023,44,,,,,,,,,,,,
4094|7|2|41|16/10/2015 10:38|6737.44|6528.32|02/11/2015 10:00|17.0|1.0|1.0|1532.27|1323.14|5145.17|5145.18|60|60|0.0|0.0|0.0|0.0|21|18|0.0|23.0|023,3,56,,,,,,,,,,,
4095|7|1|70|09/09/2015 10:47|1434.72|585.04|30/10/2015 12:50|51.1|4.0|4.0|1147.92|265.1|0.0|0.0|60|60|0.0|0.0|226.8|226.8|20|4|33.14|70.0|024,21,86,66,70,,,,,,,,,
4096|3|1|6|27/10/2015 14:41|1779.02|1779.02|30/10/2015 12:53|2.9|||1779.02|1779.02|0.0|0.0|0|0|0.0|0.0|0.0|0.0|38|38|0.0||003,6,21,999,,,,,,,,,,
4097|3|2|22|16/10/2015 15:30|2105.44|2105.44|30/10/2015 13:02|13.9|||482.64|482.64|1562.8|1562.8|60|60|0.0|0.0|0.0|0.0|8|8|0.0||023,90,,,,,,,,,,,,
4098|3|1|70|20/10/2015 14:48|4379.33|4439.33|30/10/2015 12:55|9.9|1.0|1.0|4379.33|4379.33|0.0|0.0|0|60|0.0|0.0|0.0|0.0|52|52|0.0||003,6,21,999,90,,,,,,,,,
4099|5|1|70|30/06/2015 08:45|5832.74|2128.76|30/10/2015 10:37|122.1|9.0|9.0|2011.47|724.38|2799.15|1233.0|60|50|0.0|0.0|0.0|0.0|41|14|121.38|50.0|050,56,3,24,2,20,22,23,87,,,,,
4100|3|2|22|19/10/2015 17:12|1650.98|1650.98|30/10/2015 13:09|10.8|||1650.98|1650.98|0.0|0.0|0|0|0.0|0.0|0.0|0.0|14|14|0.0||046,56,,,,,,,,,,,,
4101|3|2|67|08/10/2015 15:54|2014.97|2014.97|29/10/2015 10:18|20.8|||430.27|430.27|1524.7|1524.7|60|60|0.0|0.0|0.0|0.0|6|6|0.0||090,,,,,,,,,,,,,
4102|3|1|36|19/10/2015 16:58|2127.75|2127.75|29/10/2015 10:19|9.7|||624.85|624.85|1442.9|1442.9|60|60|0.0|0.0|0.0|0.0|13|13|0.0||023,90,,,,,,,,,,,,
4103|5|1|37|14/10/2015 16:40|5111.98|3605.94|30/10/2015 16:02|16.0|1.0|1.0|4371.36|2865.32|680.62|680.62|60|60|0.0|0.0|0.0|0.0|20|13|0.0|20.0|020,22,87,88,56,,,,,,,,,
4104|3|1|6|19/10/2015 17:24|7898.04|7845.11|30/10/2015 13:07|10.8|1.0|1.0|1709.29|1656.36|6128.75|6128.75|60|60|0.0|0.0|0.0|0.0|31|30|0.0|56.0|006,23,56,90,,,,,,,,,,
4105|5|1|10|21/10/2015 16:26|0.0|2263.73|30/10/2015 13:19|8.9|1.0|1.0|1687.73|1687.73|0.0|0.0|60|60|0.0|0.0|818.4|516.0|36|36|0.0|3.0|012,55,3,7,22,,,,,,,,,
4106|3|1|17|20/10/2015 14:34|546.53|502.13|30/10/2015 13:03|9.9|2.0|2.0|546.53|502.13|0.0|0.0|0|0|0.0|0.0|0.0|0.0|11|11|0.0|999.0|021,999,,,,,,,,,,,,
4107|3|2|22|20/10/2015 17:18|1023.13|1023.13|30/10/2015 16:08|10.0|||1023.13|1023.13|0.0|0.0|0|0|0.0|0.0|0.0|0.0|9|9|0.0||063,,,,,,,,,,,,,
4108|3|2|22|19/10/2015 17:34|4393.53|4393.53|30/10/2015 13:07|10.8|||2822.54|2822.54|1510.99|1510.99|60|60|0.0|0.0|0.0|0.0|24|24|0.0||003,45,56,90,,,,,,,,,,
4109|3|1|6|15/10/2015 17:18|2188.16|2188.16|30/10/2015 13:21|14.8|||2188.16|2188.16|0.0|0.0|0|0|0.0|0.0|0.0|0.0|47|47|0.0||003,,,,,,,,,,,,,
4110|3|2|71|25/06/2015 16:28|345.96|415.15|29/10/2015 14:33|125.9||1.0|345.96|345.96|0.0|0.0|0|0|0.0|0.0|0.0|0.0|5|5|69.19||040,21,999,,,,,,,,,,,
4111|7|2|22|07/10/2015 11:13|3676.02|3676.02|29/10/2015 14:34|22.1|1.0|1.0|3616.02|3616.02|0.0|0.0|60|60|0.0|0.0|0.0|0.0|1|65|0.0||003,7,63,2,,,,,,,,,,
4112|3|2|67|12/10/2015 15:14|2130.1|2130.1|29/10/2015 10:50|16.8|||2130.1|2130.1|0.0|0.0|0|0|0.0|0.0|0.0|0.0|17|17|0.0||086,56,,,,,,,,,,,,
4113|3|7|47|27/07/2015 15:46|3356.68|2928.63|29/10/2015 14:35|94.0||1.0|1215.71|1215.71|2080.97|2080.97|60|60|0.0|0.0|0.0|0.0|27|27|347.19||003,23,40,41,56,90,,,,,,,,
4114|3|1|28|06/10/2015 16:15|699.8|662.8|29/10/2015 14:36|22.9|2.0|2.0|699.8|662.8|0.0|0.0|0|0|0.0|0.0|0.0|0.0|8|8|0.0||021,999,,,,,,,,,,,,
4115|3|1|70|17/08/2015 15:17|3659.93|2461.41|29/10/2015 14:26|73.0|2.0|2.0|1737.76|539.24|1862.17|1862.17|60|60|0.0|0.0|0.0|0.0|39|11|0.0|3.0|023,90,3,,,,,,,,,,,
4116|3|1|9|11/06/2015 12:46|134.04|160.85|29/10/2015 14:34|140.1|1.0|2.0|134.04|134.04|0.0|0.0|0|0|0.0|0.0|0.0|0.0|2|2|26.81||021,999,40,,,,,,,,,,,
4117|7|1|70|28/10/2015 09:27|6050.08|6050.08|30/10/2015 10:50|2.1|||2640.18|2640.18|3349.9|3349.9|60|60|0.0|0.0|0.0|0.0|35|35|0.0||003,23,44,,,,,,,,,,,
4118|3|7|47|02/09/2015 15:55|1532.76|1640.05|29/10/2015 14:36|56.9|1.0|1.0|704.72|704.72|768.04|768.04|60|60|0.0|0.0|0.0|0.0|13|13|107.29||090,,,,,,,,,,,,,
4119|3|1|37|15/09/2015 15:17|774.77|871.62|29/10/2015 14:33|44.0|1.0|2.0|774.77|774.77|0.0|0.0|0|0|0.0|0.0|0.0|0.0|16|16|96.85||021,999,,,,,,,,,,,,
4120|3|5|48|25/09/2015 11:47|4015.16|4509.56|29/10/2015 14:36|34.1|||3955.16|3955.16|0.0|0.0|60|60|0.0|0.0|0.0|0.0|91|91|494.4||003,65,90,,,,,,,,,,,
4121|5|5|52|01/09/2015 16:31|1313.45|1477.63|30/10/2015 16:47|59.0|||1313.45|1313.45|0.0|0.0|0|0|0.0|0.0|0.0|0.0|23|23|164.18||006,56,87,,,,,,,,,,,
4122|5|1|10|09/10/2015 16:30|3329.57|3280.62|30/10/2015 13:23|20.9|1.0|1.0|802.62|753.67|2466.95|2466.95|60|60|0.0|0.0|0.0|0.0|15|14|0.0|56.0|020,22,23,56,87,,,,,,,,,
